endTime,artistName,trackName,msPlayed
2021-11-19 10:00,Kurt Cocaine,Momma Raised a Soldier,49475
2021-11-19 10:06,Alexander Wren,Morning Light (Alternate Version) [feat. Rebecca Daniel],228693
2021-11-19 10:10,Louise Dearman,"Falling Slowly (From ""Once"") - Acoustic Version",229883
2021-11-20 02:50,Louise Dearman,"Falling Slowly (From ""Once"") - Acoustic Version",7902
2021-11-20 02:56,The Piano Guys,Story of My Life,268260
2021-11-20 03:00,Skylar Grey,"Last One Standing (feat. Polo G, Mozzy & Eminem) - From Venom: Let There Be Carnage",257369
2021-11-20 03:03,Novo Amor,Haven (from Life Is Strange),142033
2021-11-20 04:46,The McGregor Mentality ,The McGregor Mentality Ep. 8 - In Times of Struggle ,94273
2021-11-20 04:46,The McGregor Mentality ,The McGregor Mentality Ep.3 - Law of Attraction ,6037
2021-11-20 04:46,The McGregor Mentality ,The McGregor Mentality Ep. 15 - Aspirations ,31448
2021-11-20 04:51,P-Holla,Conor McGregor,189919
2021-11-20 04:52,mike.,2 birds,353
2021-11-20 11:30,mike.,2 birds,168131
2021-11-20 11:30,JAG,Racks,23
2021-11-20 11:31,Dylan Owen,Hurt Enough,24474
2021-11-20 11:34,Bruno Major,Nothing,160017
2021-11-20 11:34,Novo Amor,Repeat Until Death,8210
2021-11-20 11:35,Bruno Major,The Most Beautiful Thing,56568
2021-11-20 11:40,EDEN,rock + roll,296053
2021-11-20 11:42,AtotheT,I,113250
2021-11-20 11:45,Just Big Hills,Sick of This,24103
2021-11-20 11:45,Gun Boi Kaz,Numb III,154615
2021-11-20 11:46,Drex Carter,Nandina,28302
2021-11-20 11:49,Trick James,Suicide Letter 2,177606
2021-11-20 11:52,BØJET,I Wasn't Enough for You,192731
2021-11-20 16:13,Eminem,Good Guy (feat. Jessie Reyez),142192
2021-11-20 16:18,Eminem,Space Bound,278640
2021-11-20 16:21,Dax,She Cheated Again,166869
2021-11-20 16:23,Machine Gun Kelly,Glass House (feat. Naomi Wild),106969
2021-11-20 16:24,Machine Gun Kelly,Glass House (feat. Naomi Wild),4581
2021-11-20 16:27,Rishabh,Akhiyaan Da Surma (Lokan Ton Chhuppa Ke Rakhin),145166
2021-11-20 16:31,Manish Asnani Maniesto,Kuch To Bata Zindagi,3671
2021-11-20 16:31,Madhur Sharma,Kali Kali Zulfon Ke,238260
2021-11-20 16:33,Tulsi Kumar,"Tera Chehra-Jaan Meri (From ""T-Series Mixtape Rewind Season 3"")",59706
2021-11-20 16:33,Gurnazar,Marjaawaan,1698
2021-11-20 16:33,Sean Dead,Mere Nishan,1410
2021-11-20 16:33,Anu Amanat,"Do Gallan (Cover Version) - Fresh Side, Vol. 1",988
2021-11-20 16:33,Arijit Singh,Jo Tum Aa Gaye Ho,4464
2021-11-20 16:33,Jasleen Royal,"Ranjha (From ""Shershaah"")",1550
2021-11-20 16:37,Sumit Goswami,Feelings,206051
2021-11-20 16:37,Preetinder,Khayaal Rakhya Kar,2608
2021-11-20 16:37,Sweetaj Brar,"Care Ni Karda (From ""Chhalaang"")",1423
2021-11-20 16:42,Akhil Sachdeva,Mere Liye,293176
2021-11-20 16:43,Salman Ali,"Awara (From ""Dabangg 3"")",19036
2021-11-20 16:44,Atif Aslam,Pehli Dafa,2128
2021-11-20 16:44,Salman Ali,"Awara (From ""Dabangg 3"")",2400
2021-11-20 16:44,Stavya Kaila,Aaj Din Chadheya,784
2021-11-20 16:45,Visual Chinmay,Bollywood Romantic Lofi Mashup,876
2021-11-20 16:45,Tashif,Beete lamhe par lofi,16680
2021-11-21 14:40,Tashif,Beete lamhe par lofi,108440
2021-11-21 14:42,B Praak,"Mann Bharryaa 2.0 (From ""Shershaah"")",4067
2021-11-21 14:42,Tashif,Saware (LoFi Remix),116579
2021-11-21 14:42,Tanishk Bagchi,"Raataan Lambiyan (From ""Shershaah"")",1561
2021-11-21 14:44,Rishabh,Akhiyaan Da Surma (Lokan Ton Chhuppa Ke Rakhin),159843
2021-11-21 14:45,Tulsi Kumar,"Tera Chehra-Jaan Meri (From ""T-Series Mixtape Rewind Season 3"")",2134
2021-11-21 14:45,Salman Ali,"Awara (From ""Dabangg 3"")",622
2021-11-21 14:45,Gurnazar,Marjaawaan,0
2021-11-21 14:45,Akhil Sachdeva,Mere Liye,3410
2021-11-21 14:45,Sean Dead,Mere Nishan,10271
2021-11-21 14:45,Manish Asnani Maniesto,Kuch To Bata Zindagi,5007
2021-11-21 14:45,Sumit Goswami,Feelings,1162
2021-11-21 14:45,Anu Amanat,"Do Gallan (Cover Version) - Fresh Side, Vol. 1",23
2021-11-21 14:45,Arijit Singh,Jo Tum Aa Gaye Ho,0
2021-11-21 14:45,Preetinder,Khayaal Rakhya Kar,0
2021-11-21 14:45,Sweetaj Brar,"Care Ni Karda (From ""Chhalaang"")",831
2021-11-21 14:45,Jasleen Royal,"Ranjha (From ""Shershaah"")",1150
2021-11-21 14:45,Madhur Sharma,Kali Kali Zulfon Ke,368
2021-11-21 14:47,Atif Aslam,Pehli Dafa,84062
2021-11-21 14:47,Visual Chinmay,Bollywood Romantic Lofi Mashup,1202
2021-11-21 14:47,Tashif,Beete lamhe par lofi,1378
2021-11-21 14:47,Tashif,Saware (LoFi Remix),40776
2021-11-21 14:47,Stavya Kaila,Aaj Din Chadheya,1508
2021-11-21 14:51,Måneskin,Beggin',211560
2021-11-21 14:54,The Weeknd,Save Your Tears (with Ariana Grande) (Remix),191013
2021-11-21 14:55,Yazoo,"Situation (12"" Remix)",4656
2021-11-21 14:55,Exposé,Point of No Return,848
2021-11-21 14:55,Queen,I Want To Break Free - Remastered 2011,276
2021-11-21 14:55,Backstreet Boys,Everybody (Backstreet's Back) - Radio Edit,1646
2021-11-21 14:55,Shouse,Love Tonight - Edit,641
2021-11-21 14:55,George Michael,Careless Whisper,276
2021-11-21 14:55,New Order,Blue Monday,424
2021-11-21 14:55,Joan Jett & The Blackhearts,I Love Rock 'N Roll,0
2021-11-21 14:55,Haddaway,"What Is Love - 7"" Mix",412
2021-11-21 14:55,Britney Spears,...Baby One More Time,584
2021-11-21 14:55,Irene Cara,Flashdance...What a Feeling - Radio Edit,462
2021-11-21 14:55,The Police,Every Breath You Take,0
2021-11-21 14:55,Michael Sembello,"Maniac - From ""Flashdance""",354
2021-11-21 14:55,Marshmello,Leave Before You Love Me (with Jonas Brothers),1221
2021-11-21 14:56,Village People,YMCA - Original Version 1978,1672
2021-11-21 14:56,Lynyrd Skynyrd,Sweet Home Alabama,1168
2021-11-21 14:56,The Temptations,My Girl,23
2021-11-21 14:56,Bee Gees,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",4248
2021-11-21 14:56,The Beatles,Hey Jude - Remastered 2015,1973
2021-11-21 14:56,Gloria Gaynor,I Will Survive,2695
2021-11-21 14:56,Olivia Newton-John,Physical,1853
2021-11-21 14:56,Belinda Carlisle,Heaven Is a Place On Earth,6913
2021-11-21 14:56,Rick Springfield,Jessie's Girl,1791
2021-11-21 14:56,Irene Cara,What A Feeling,1723
2021-11-21 14:56,U2,With Or Without You - Remastered,6007
2021-11-21 14:56,Madonna,Like a Prayer,1408
2021-11-21 14:56,Queen,Crazy Little Thing Called Love - Remastered 2011,1164
2021-11-21 14:56,John Travolta,You're The One That I Want - From “Grease”,4377
2021-11-21 14:56,Louis Armstrong,What A Wonderful World,592
2021-11-21 14:56,Michael Jackson,The Way You Make Me Feel - 2012 Remaster,1445
2021-11-21 14:58,Stacey Q,Two of Hearts,23752
2021-11-22 01:39,BoyWithUke,Toxic,168020
2021-11-22 01:42,Trick James,Suicide Letter 2,177606
2021-11-22 01:47,Phora,"Sinner, Pt. 3",217549
2021-11-22 01:50,Topic,Breaking Me,166793
2021-11-22 01:52,Kurt Cocaine,Momma Raised a Soldier,94303
2021-11-22 01:57,Skylar Grey,"Last One Standing (feat. Polo G, Mozzy & Eminem) - From Venom: Let There Be Carnage",257369
2021-11-22 02:00,Alexander Rybak,Fairytale,182640
2021-11-22 02:05,Ro Ransom,See Me Fall (feat. Kensei Abbot),216003
2021-11-22 02:08,Måneskin,Beggin',211560
2021-11-22 02:12,Linkin Park,Battle Symphony,137874
2021-11-22 17:46,Tulsi Kumar,"Tera Chehra-Jaan Meri (From ""T-Series Mixtape Rewind Season 3"")",2800
2021-11-22 17:46,Manish Asnani Maniesto,Kuch To Bata Zindagi,720
2021-11-22 17:46,Rishabh,Akhiyaan Da Surma (Lokan Ton Chhuppa Ke Rakhin),154340
2021-11-22 17:46,Madhur Sharma,Kali Kali Zulfon Ke,1690
2021-11-22 17:50,Jasleen Royal,"Ranjha (From ""Shershaah"")",228855
2021-11-22 17:53,Gurnazar,Marjaawaan,167744
2021-11-22 18:18,Linkin Park,Battle Symphony,4524
2021-11-23 03:25,Linkin Park,Battle Symphony,74191
2021-11-23 03:29,Eminem,Venom - Music From The Motion Picture,269573
2021-11-23 03:34,Phora,"Sinner, Pt. 3",217549
2021-11-23 03:39,Skylar Grey,"Last One Standing (feat. Polo G, Mozzy & Eminem) - From Venom: Let There Be Carnage",257369
2021-11-23 03:43,Snøw,You Don't Want Me Anymore,165000
2021-11-23 03:45,Skinny Atlas,you never meant it,117692
2021-11-23 03:46,itssvd,Losing Interest,58244
2021-11-23 03:46,Dax,Dear God,4218
2021-11-23 03:46,Beowülf,Is It Too Late for Me,1677
2021-11-23 03:49,BoyWithUke,Toxic,168020
2021-11-23 03:55,Russ,"Losin Control, Pt. 2",238298
2021-11-23 03:56,XXXTENTACION,Moonlight,60708
2021-11-24 02:58,XXXTENTACION,Moonlight,4147
2021-11-24 03:02,Russ,"Losin Control, Pt. 2",238298
2021-11-24 03:06,Rishabh,Akhiyaan Da Surma (Lokan Ton Chhuppa Ke Rakhin),159843
2021-11-24 03:08,Gun Boi Kaz,Numb III,154615
2021-11-24 03:10,AtotheT,I,83245
2021-11-24 03:10,Gun Boi Kaz,Numb III,404
2021-11-24 03:13,Rishabh,Akhiyaan Da Surma (Lokan Ton Chhuppa Ke Rakhin),159843
2021-11-24 03:15,Gun Boi Kaz,Numb III,154615
2021-11-24 03:18,AtotheT,I,157850
2021-11-24 03:19,mike.,2 birds,7561
2021-11-24 03:22,Linkin Park,Leave Out All The Rest,209306
2021-11-24 03:26,Theory of a Deadman,Angel,202213
2021-11-24 03:32,Slipknot,Nero Forte,315177
2021-11-24 03:35,Flyleaf,All Around Me,198506
2021-11-24 03:40,Thousand Foot Krutch,Courtesy Call,236898
2021-11-24 03:41,Linkin Park,Heavy (feat. Kiiara),50209
2021-11-24 15:46,Hiroyuki Sawano,Shingeki Gt 20130218 Kyojin,16470
2021-11-24 15:46,Eternal Raijin,Call of Silence,6527
2021-11-24 15:49,Hiroyuki Sawano,Shingeki Gt 20130218 Kyojin,151400
2021-11-24 15:51,AURORA,Runaway,32610
2021-11-24 15:57,Hiroyuki Sawano,Shingeki Gt 20130218 Kyojin,144480
2021-11-24 16:01,AURORA,Runaway,248826
2021-11-24 16:03,Safenokk,Sugar crush (slowed down) - Slowed,4370
2021-11-24 16:03,Tommee Profitt,In The End,4070
2021-11-24 16:03,YOASOBI,たぶん,86795
2021-11-24 16:04,Safenokk,Sugar crush (slowed down) - Slowed,560
2021-11-24 16:04,Safenokk,Sugar crush (slowed down) - Slowed,360
2021-11-24 16:04,Duncan Laurence,Arcade,33540
2021-11-24 16:04,Jaymes Young,Happiest Year,7100
2021-11-24 16:05,FINNEAS,Let's Fall in Love for the Night,28200
2021-11-24 16:05,Taylor Swift,Everything Has Changed,6840
2021-11-24 16:08,Forest Blakk,I Saw Love,211933
2021-11-24 16:13,John Legend,All of Me,269560
2021-11-24 16:16,Calum Scott,You Are The Reason,204326
2021-11-24 16:22,Glen Hansard,Falling Slowly,244133
2021-11-24 16:25,Forest Blakk,If You Love Her - Acoustic,221892
2021-11-24 16:30,Ed Sheeran,Photograph,258986
2021-11-24 16:33,Lyn Lapid,In My Mind,162794
2021-11-24 16:37,kidolitx,Amantes (lofi) - Remix,252230
2021-11-24 16:40,Patrick Watson,Je te laisserai des mots,160853
2021-11-24 16:43,Lord Huron,The Night We Met,208211
2021-11-24 16:47,RainyMood,The night we met but its raining,214776
2021-11-24 16:52,Cigarettes After Sex,Apocalypse,290616
2021-11-24 16:58,Cigarettes After Sex,Crush,266666
2021-11-24 17:01,Novo Amor,State Lines,208653
2021-11-24 17:04,Hozier,Like Real People Do,198029
2021-11-24 17:14,The Lumineers,Cleopatra,163997
2021-11-24 18:44,AURORA,Runaway,20460
2021-11-24 18:47,Hiroyuki Sawano,Shingeki Gt 20130218 Kyojin,151400
2021-11-24 18:48,Russ,"Losin Control, Pt. 2",36507
2021-11-24 18:50,Hiroyuki Sawano,Shingeki Gt 20130218 Kyojin,151400
2021-11-24 18:53,Russ,"Losin Control, Pt. 2",129222
2021-11-24 18:56,Rishabh,Akhiyaan Da Surma (Lokan Ton Chhuppa Ke Rakhin),159843
2021-11-24 18:59,Gun Boi Kaz,Numb III,154615
2021-11-24 19:03,AtotheT,I,157850
2021-11-24 19:05,Måneskin,Beggin',937
2021-11-24 19:05,The Verve,Bitter Sweet Symphony,4880
2021-11-24 19:05,The Verve,Bitter Sweet Symphony,749
2021-11-24 19:05,Kaka WRLD,Bholenath - A Love Story,1115
2021-11-24 19:05,mike.,2 birds,98073
2021-11-24 19:05,Eminem,Venom - Music From The Motion Picture,1073
2021-11-24 19:05,Linkin Park,Battle Symphony,984
2021-11-24 19:05,BoyWithUke,Toxic,1245
2021-11-24 19:10,Kaka WRLD,Bholenath - A Love Story,300373
2021-11-25 18:53,Hiroyuki Sawano,Shingeki Gt 20130218 Kyojin,300350
2021-11-25 18:57,AURORA,Runaway,248826
2021-11-25 19:00,The Lumineers,Ophelia,1216
2021-11-25 19:00,Tommee Profitt,In The End - Mellen Gi Remix,3690
2021-11-25 19:00,The Neighbourhood,Sweater Weather,1058
2021-11-25 19:00,Safenokk,Sugar crush (slowed down) - Slowed,23
2021-11-25 19:00,Safenokk,Sugar crush (slowed down) - Slowed,636
2021-11-25 19:00,Safenokk,Sugar crush (slowed down) - Slowed,0
2021-11-25 19:00,Duncan Laurence,Arcade,0
2021-11-25 19:00,Tommee Profitt,In The End,1484
2021-11-25 19:00,XXXTENTACION,Jocelyn Flores,31324
2021-11-25 19:00,One Direction,Night Changes,0
2021-11-25 19:00,YOASOBI,たぶん,87385
2021-11-26 02:51,XXXTENTACION,Jocelyn Flores,87809
2021-11-26 02:52,The Lumineers,Ophelia,56298
2021-11-26 19:11,Pranish VP,Closer / Channa Mereya (Medley),116640
2021-11-26 19:11,Arijit Singh,"Main Dhoondne Ko Zamaane Mein (From ""Heartless"")",4702
2021-11-26 19:12,Roudeep,Where Are You Now,5964
2021-11-26 19:12,Abstract Cartoons,Let Me Down Slowly / Main Dhoondne Ko Zamaane (Medley),54473
2021-11-26 19:17,Pritam,Teri Jhuki Nazar,279186
2021-11-26 19:21,Charlie Puth,Attention,168138
2021-11-27 10:59,Hiroyuki Sawano,Shingeki Gt 20130218 Kyojin,151400
2021-11-27 11:03,Russ,"Losin Control, Pt. 2",238298
2021-11-27 11:06,Rishabh,Akhiyaan Da Surma (Lokan Ton Chhuppa Ke Rakhin),159843
2021-11-27 11:09,Gun Boi Kaz,Numb III,142759
2021-11-27 17:54,The Weeknd,Starboy,230453
2021-11-27 18:00,Hozier,Shrike,298880
2021-11-27 18:04,SYML,Where's My Love - Acoustic,236606
2021-11-28 13:06,Juice WRLD,Righteous,1555
2021-11-28 13:06,Maurice Moore,The Loudest Silence,678
2021-11-28 13:06,Harry Styles,Falling,8667
2021-11-28 13:06,XXXTENTACION,the remedy for a broken heart (why am I so in love),2523
2021-11-28 13:06,flora cash,You're Somebody Else,915
2021-11-28 13:06,Beowülf,Is It Too Late for Me,488
2021-11-28 13:06,SYML,Where's My Love - Acoustic,0
2021-11-28 13:07,Harshdeep Kaur,"Kabira (Encore) [From ""Yeh Jawaani Hai Deewani""]",21756
2021-11-28 13:11,James Arthur,Train Wreck,208826
2021-11-28 13:14,Lord Huron,The Night We Met,208211
2021-11-28 13:19,FINNEAS,I Lost a Friend,237020
2021-11-28 13:23,Lewis Capaldi,Bruises,220492
2021-11-28 13:29,Kodaline,All I Want,305746
2021-11-28 13:33,Anson Seabra,Robin Hood,221538
2021-11-28 13:37,Khalid,Coaster,199120
2021-11-28 13:41,Harry Styles,Falling,240133
2021-11-28 13:46,Birdy,Deep End,208840
2021-11-28 13:49,Shawn Mendes,Perfectly Wrong,0
2021-11-28 13:49,Dean Lewis,Be Alright,0
2021-11-28 13:49,Ed Sheeran,Supermarket Flowers,677
2021-11-28 13:49,Elina,Champion,0
2021-11-28 13:49,MKTO,Wasted,5300
2021-11-28 13:49,Dean Lewis,Lose My Mind - Acoustic,7908
2021-11-28 13:49,Billie Eilish,when the party's over,0
2021-11-28 13:49,Peter Manos,In My Head,682
2021-11-28 13:49,LANY,Malibu Nights,0
2021-11-28 13:49,Garrett Nash,feelings fade,0
2021-11-28 13:49,Michael Schulte,You Said You'd Grow Old With Me,0
2021-11-28 13:49,Labrinth,Jealous,0
2021-11-28 13:49,Alessia Cara,Out Of Love,0
2021-11-28 13:49,Ruth B.,If By Chance,700
2021-11-28 13:49,Alec Benjamin,Let Me Down Slowly,156270
2021-11-28 13:49,Jaymes Young,Stone,0
2021-11-28 13:49,Adele,Love In The Dark,0
2021-11-28 13:50,M83,Wait,244
2021-11-28 13:52,Fudasca,I Wrote You a Letter,160020
2021-11-28 13:57,Leroy Sanchez,Love In The Dark,285884
2021-11-28 14:01,Peter Manos,Out of Love,164946
2021-11-28 14:05,Landon Austin,Now,256636
2021-11-28 14:06,Of Gentlemen & Cowards,Cold Love,0
2021-11-28 14:06,Of Gentlemen & Cowards,Cold Love,2998
2021-11-28 14:06,Michael Schulte,The Love You Left Behind,195
2021-11-28 14:06,Landon Austin,Now,0
2021-11-28 14:06,Landon Austin,Now,183
2021-11-28 14:09,Of Gentlemen & Cowards,Cold Love,208064
2021-11-28 14:12,Michael Schulte,The Love You Left Behind,194546
2021-11-28 14:17,Bea Miller,i can't breathe,213986
2021-11-28 14:23,Katelyn Tarver,You Don't Know,260851
2021-11-28 14:26,Lorde,Liability,130864
2021-11-28 18:50,Michael Schulte,You'll Be Okay - Acoustic,980
2021-11-28 18:50,The Head And The Heart,Rivers and Roads,2333
2021-11-28 18:50,Lorde,Liability,1900
2021-11-28 18:50,James Bay,Let It Go,160
2021-11-28 18:50,Dan Berk,Solo,507
2021-11-28 18:50,Maisie Peters,Favourite Ex,1497
2021-11-28 18:53,James Arthur,Train Wreck,208826
2021-11-28 18:56,Hiroyuki Sawano,Shingeki Gt 20130218 Kyojin,151400
2021-11-28 19:00,Russ,"Losin Control, Pt. 2",185278
2021-11-28 19:03,Rishabh,Akhiyaan Da Surma (Lokan Ton Chhuppa Ke Rakhin),159843
2021-11-28 19:06,Gun Boi Kaz,Numb III,154615
2021-11-29 03:34,GASHI,Roses,169573
2021-11-29 04:21,James Arthur,Train Wreck,208826
2021-11-29 04:25,Hiroyuki Sawano,Shingeki Gt 20130218 Kyojin,151400
2021-11-29 04:29,Russ,"Losin Control, Pt. 2",238298
2021-11-29 04:33,Gun Boi Kaz,Numb III,5698
2021-11-29 04:33,Rishabh,Akhiyaan Da Surma (Lokan Ton Chhuppa Ke Rakhin),159843
2021-11-29 04:34,AtotheT,I,23470
2021-11-29 04:36,Sam Fischer,This City,110188
2021-11-29 19:30,James Arthur,Train Wreck,9748
2021-11-29 19:34,Sam Smith,How Do You Sleep?,202204
2021-11-29 19:40,T.I.,That's All She Wrote,318360
2021-11-29 19:44,MiyaGi,Captain,214282
2021-11-29 19:48,MKTO,How Can I Forget,177140
2021-11-29 19:50,lovelytheband,broken - acoustic,82681
2021-11-29 19:52,lovelytheband,broken - acoustic,120820
2021-11-29 19:53,Dax,She Cheated Again,89526
2021-11-29 19:53,StaySolidRocky,Party Girl,6520
2021-11-29 19:54,Labrinth,Still Don't Know My Name,12764
2021-11-29 19:57,Alec Benjamin,Must Have Been The Wind,177805
2021-11-29 20:01,Sam Smith,"Fire On Fire - From ""Watership Down""",246735
2021-11-30 03:09,BoyWithUke,Toxic,168020
2021-11-30 03:12,Trick James,Suicide Letter 2,177606
2021-11-30 03:16,Phora,"Sinner, Pt. 3",217549
2021-11-30 03:20,Topic,Breaking Me,166793
2021-11-30 03:21,Kurt Cocaine,Momma Raised a Soldier,94303
2021-11-30 03:26,Skylar Grey,"Last One Standing (feat. Polo G, Mozzy & Eminem) - From Venom: Let There Be Carnage",257369
2021-11-30 03:30,Alexander Rybak,Fairytale,183093
2021-11-30 03:34,Ro Ransom,See Me Fall (feat. Kensei Abbot),216003
2021-11-30 03:38,Måneskin,Beggin',211560
2021-11-30 03:41,Linkin Park,Battle Symphony,216281
2021-11-30 03:44,Eminem,Venom - Music From The Motion Picture,92862
2021-12-02 09:27,Jon Bellion,Hand Of God - Outro,55198
2021-12-02 09:35,Jon Bellion,Hand Of God - Outro,283868
2021-12-02 09:38,Bruno Mars,Talking to the Moon,217866
2021-12-02 09:41,Ro Ransom,See Me Fall (feat. Kensei Abbot),62827
2021-12-04 03:31,GASHI,Roses,169573
2021-12-04 03:35,Ali Gatie,Can't Let You Go,204156
2021-12-04 03:38,Duncan Laurence,Arcade,183624
2021-12-04 03:41,The Lumineers,Cleopatra,201413
2021-12-04 03:44,The Strumbellas,Spirits,203653
2021-12-04 03:49,King,Tu Aake Dekhle,270000
2021-12-04 03:53,YNW Melly,Suicidal,222997
2021-12-04 03:55,Travis Scott,HIGHEST IN THE ROOM,115009
2021-12-04 05:02,Travis Scott,HIGHEST IN THE ROOM,1970
2021-12-04 05:03,Masked Wolf,Astronaut In The Ocean,3511
2021-12-04 05:06,Khalid,8TEEN,4878
2021-12-04 05:06,Duckwrth,Start a Riot,828
2021-12-04 05:06,JONY,Love Your Voice,150329
2021-12-04 05:10,Hozier,Take Me To Church,241688
2021-12-04 05:15,The Avett Brothers,If It's The Beaches,237120
2021-12-04 05:18,Pop Smoke,Mood Swings (feat. Lil Tjay),213333
2021-12-04 05:24,Leonard Cohen,Hallelujah,277160
2021-12-04 05:25,Troye Sivan,Strawberries & Cigarettes,8241
2021-12-04 05:25,2021 Wrapped,B Praak,0
2021-12-04 05:25,Travis Scott,Goosebumps - Remix,1809
2021-12-04 05:25,Jaymes Young,Happiest Year,73140
2021-12-04 05:25,Jon Bellion,Ungrateful Eyes,1727
2021-12-04 05:25,Jasleen Royal,"Ranjha (From ""Shershaah"")",1725
2021-12-04 05:29,Roxen Band,Hum Jee Lenge - Rock Version,220088
2021-12-05 18:43,Kailash Kher,Saiyyan,1356
2021-12-05 18:43,Roxen Band,Hum Jee Lenge - Rock Version,1458
2021-12-05 18:48,The Weeknd,Often,249040
2021-12-05 18:50,Tedi Pagg,Tu Hi Das De,152575
2021-12-05 18:53,Pop Smoke,What You Know Bout Love,160000
2021-12-06 16:56,Jon Bellion,Hand Of God - Outro,337551
2021-12-06 17:00,Bruno Mars,Talking to the Moon,217866
2021-12-06 17:04,Ro Ransom,See Me Fall (feat. Kensei Abbot),216003
2021-12-06 17:08,The Lumineers,Sleep On The Floor,211851
2021-12-06 17:11,GASHI,Roses,169573
2021-12-06 17:15,Ali Gatie,Can't Let You Go,204156
2021-12-06 17:18,Duncan Laurence,Arcade,183624
2021-12-06 17:22,The Lumineers,Cleopatra,201413
2021-12-06 17:26,The Strumbellas,Spirits,203653
2021-12-06 17:30,King,Tu Aake Dekhle,270000
2021-12-06 17:33,YNW Melly,Suicidal,139701
2021-12-07 04:24,Alexander Rybak,Fairytale,183093
2021-12-07 04:26,Jon Bellion,Paper Planes,142306
2021-12-07 04:40,Eminem,Stan,739383
2021-12-07 11:06,Eminem,Without Me,12630
2021-12-07 11:11,Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack",322226
2021-12-07 11:14,Eminem,'Till I Collapse,128135
2021-12-07 11:17,Eminem,The Way I Am,178070
2021-12-07 11:18,Eminem,Beautiful,16290
2021-12-07 11:24,Eminem,Beautiful,392826
2021-12-07 11:30,Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack",322226
2021-12-07 11:45,Eminem,Stan,840518
2021-12-07 11:51,Jon Bellion,Hand Of God - Outro,337551
2021-12-07 11:55,James Arthur,Train Wreck,208826
2021-12-07 11:57,Hiroyuki Sawano,Shingeki Gt 20130218 Kyojin,151400
2021-12-07 12:01,Russ,"Losin Control, Pt. 2",238298
2021-12-07 12:05,Rishabh,Akhiyaan Da Surma (Lokan Ton Chhuppa Ke Rakhin),159843
2021-12-07 12:08,Gun Boi Kaz,Numb III,154615
2021-12-07 12:11,AtotheT,I,157850
2021-12-07 12:14,mike.,2 birds,183960
2021-12-07 12:18,Eminem,Venom - Music From The Motion Picture,269573
2021-12-07 12:23,Linkin Park,Battle Symphony,216281
2021-12-07 12:27,Måneskin,Beggin',211560
2021-12-07 12:29,BoyWithUke,Toxic,168020
2021-12-07 12:32,The Verve,Bitter Sweet Symphony,171919
2021-12-07 19:10,Eminem,Stan,404106
2021-12-08 04:36,Eminem,Beautiful,392826
2021-12-08 04:43,Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack",322226
2021-12-08 04:44,Eminem,Stan,57210
2021-12-08 17:19,Eminem,Stan,219260
2021-12-08 20:08,Zack Knight,Nakhre,194676
2021-12-09 15:51,Zack Knight,Looking For Love,10574
2021-12-09 15:57,Zack Knight,Nakhre,177688
2021-12-09 16:04,Eminem,Stan,404106
2021-12-09 16:09,Jon Bellion,Hand Of God - Outro,228450
2021-12-09 19:37,Zack Knight,Nakhre,194676
2021-12-09 19:44,Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack",4443
2021-12-09 19:44,Eminem,Beautiful,391488
2021-12-10 06:13,Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack",1354
2021-12-10 06:14,Jon Bellion,Hand Of God - Outro,1640
2021-12-10 06:14,Eminem,Stan,4036
2021-12-10 06:20,Eminem,Stan,404106
2021-12-10 06:27,Jon Bellion,Hand Of God - Outro,337551
2021-12-10 06:30,James Arthur,Train Wreck,174424
2021-12-10 07:17,The Verve,Bitter Sweet Symphony,1480
2021-12-10 07:20,Zack Knight,Nakhre,194676
2021-12-10 19:12,James Arthur,Train Wreck,0
2021-12-10 19:15,Hiroyuki Sawano,Shingeki Gt 20130218 Kyojin,151400
2021-12-10 19:19,Russ,"Losin Control, Pt. 2",238298
2021-12-10 19:23,Rishabh,Akhiyaan Da Surma (Lokan Ton Chhuppa Ke Rakhin),159843
2021-12-10 19:25,AtotheT,I,1544
2021-12-10 19:25,Måneskin,Beggin',808
2021-12-10 19:25,mike.,2 birds,850
2021-12-10 19:25,Eminem,Venom - Music From The Motion Picture,866
2021-12-10 19:25,Linkin Park,Battle Symphony,747
2021-12-10 19:25,Gun Boi Kaz,Numb III,116850
2021-12-10 19:26,Papithbk,Sad Nibba Hours,591
2021-12-10 19:26,Phora,"Sinner, Pt. 3",0
2021-12-10 19:26,Skylar Grey,"Last One Standing (feat. Polo G, Mozzy & Eminem) - From Venom: Let There Be Carnage",848
2021-12-10 19:26,The Piano Guys,Story of My Life,772
2021-12-10 19:26,Louise Dearman,"Falling Slowly (From ""Once"") - Acoustic Version",777
2021-12-10 19:26,The Verve,Bitter Sweet Symphony,493
2021-12-10 19:26,Kaka WRLD,Bholenath - A Love Story,761
2021-12-10 19:26,Trick James,Suicide Letter 2,746
2021-12-10 19:26,Kaka,Temporary pyar,23
2021-12-10 19:26,Topic,Breaking Me,0
2021-12-10 19:26,BoyWithUke,Toxic,668
2021-12-10 19:26,Kurt Cocaine,Momma Raised a Soldier,391
2021-12-10 19:26,Papithbk,Hard It All Can Be,0
